2018-04-13 08:14:22,,61,367,This is Paul Ryan. Exactly. 100%. Fuck Paul Ryan. https://t.co/MYxN9jOas8,"[[[-74.988897, 39.810025], [-74.908642, 39.810025], [-74.908642, 39.87514], [-74.988897, 39.87514]]]","Voorhees, NJ",United States,US,city
2018-04-13 01:33:21,"College Park, MD",312,381,"I'm really tired of headlines about Paul Ryan, equivocating his ""vision"" and ""analytics."" The man was a bitch in th… https://t.co/ZIq4aUDAiy","[[[-76.7115205, 39.197211], [-76.529443, 39.197211], [-76.529443, 39.372215], [-76.7115205, 39.372215]]]","Baltimore, MD",United States,US,city
2018-04-13 01:29:40,"Sunnyvale, CA",5795,963,"Good luck selling US Treasuries to fund Paul Ryan's debt.

Trump’s Next Crisis Could Be With His Asian Bankers… https://t.co/lx6weGsKYn","[[[-122.065206, 37.3300682], [-121.982475, 37.3300682], [-121.982475, 37.4267257], [-122.065206, 37.4267257]]]","Sunnyvale, CA",United States,US,city
2018-04-13 01:28:14,"Philadelphia, PA",246,300,https://t.co/99UCOi1uAd The 5 real reasons Paul Ryan is stepping down next Jan. 1.Fear of a GOP bloodbath from the… https://t.co/8EcZeQgWeq,"[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]","Philadelphia, PA",United States,US,city
2018-04-13 01:25:00,Brooklyn..ya bums!,1083,1395,"The Top 11 New Jobs for Paul Ryan

#paulryan #maga #crossfit #deathmetal #lists #davidletterman… https://t.co/ihhONaypb9","[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]","Brooklyn, NY",United States,US,city
2018-04-13 01:23:17,Sunshine State,2610,2338,"9 Times Paul Ryan Put American Workers Last, Foreigners First | Breitbart https://t.co/Vat68rL1pS via @BreitbartNews","[[[-81.865314, 30.138094], [-81.777908, 30.138094], [-81.777908, 30.1891409], [-81.865314, 30.1891409]]]","Oakleaf Plantation, FL",United States,US,city
2018-04-13 01:13:51,,13,97,"@KamalaHarris The sooner SPINELESS Paul Ryan gets out of Washington, the BETTER Republicans will be. He has been th… https://t.co/ozqmmSi2ru","[[[-83.786106, 32.7528097], [-83.522053, 32.7528097], [-83.522053, 32.944825], [-83.786106, 32.944825]]]","Macon, GA",United States,US,city
2018-04-13 01:10:39,,296,545,@JoshuaMZeitz @PrincessBravato Paul Ryan has suckled at the Government tit since he was 16 years old.,"[[[-83.67529, 36.540739], [-75.16644, 36.540739], [-75.16644, 39.466012], [-83.67529, 39.466012]]]","Virginia, USA",United States,US,admin
2018-04-13 01:09:50,"Hopkins, MN",4892,4927,The Paul Ryan Story: From Flimflam to Fascism https://t.co/RNHROr6tXl,"[[[-93.429448, 44.905986], [-93.370824, 44.905986], [-93.370824, 44.949276], [-93.429448, 44.949276]]]","Hopkins, MN",United States,US,city
2018-04-13 01:07:40,,14,140,@secupp But Paul Ryan is your hero? Screwy broad,"[[[-74.6846128, 40.056043], [-74.643946, 40.056043], [-74.643946, 40.0972253], [-74.6846128, 40.0972253]]]","Georgetown, NJ",United States,US,city
2018-04-13 01:07:12,,13,71,"@JoyAnnReid @CNN Trump said he was going  to drain the swamp; he meant the coffers! AND Paul Ryan, such a hypocrite, HELPED!!!","[[[-87.433258, 41.521967], [-87.222209, 41.521967], [-87.222209, 41.649731], [-87.433258, 41.649731]]]","Gary, IN",United States,US,city
2018-04-13 01:05:31,"Vista, Ca.",426,771,"Paul Ryan is retiring at age 48 because he thinks his job is “too difficult.” 

He has made it so physical laborers… https://t.co/bKdjnHPo7S","[[[-117.26344083239707, 33.19251114281445], [-117.26344083239707, 33.19251114281445], [-117.26344083239707, 33.19251114281445], [-117.26344083239707, 33.19251114281445]]]",Sunset Springs,United States,US,poi
2018-04-13 00:59:39,London Ontario,3091,3356,Paul Ryan quitting is so yesterday's news 😁,"[[[-81.391247, 42.824496], [-81.106326, 42.824496], [-81.106326, 43.073185], [-81.391247, 43.073185]]]","London, Ontario",Canada,CA,city
2018-04-13 00:59:08,"Sabishii, Tyrrhena Patera, Al-Qahira",1081,2787,"The fainting-couch-act of Paul Ryan is having some interesting repercussions, whole thread here on Bryce v Myers https://t.co/eqw86FssNN","[[[-73.9625, 40.717206], [-73.927016, 40.717206], [-73.927016, 40.739434], [-73.9625, 40.739434]]]","Greenpoint, Brooklyn",United States,US,neighborhood
2018-04-13 00:54:32,"Philadelphia, PA",246,300,@KennedyNation: Paul Ryan talking about being a spending cutter is like a vegan gouging on a plate of bacon.Classic… https://t.co/iWF3EkEZjO,"[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]","Philadelphia, PA",United States,US,city
2018-04-13 00:50:59,"San Jose, CA",668,813,"If Paul Ryan is the best of the Republican Party, as Meghan McCain claims, then the Republican Party truly deserves… https://t.co/D1vnYz5YHD","[[[-122.117916, 37.3567709], [-122.044969, 37.3567709], [-122.044969, 37.436935], [-122.117916, 37.436935]]]","Mountain View, CA",United States,US,city
2018-04-13 00:49:41,"University of Ottawa, Canada",669,937,"That would require a spine 
 https://t.co/ghvdMTDVnB","[[[-76.353876, 44.961937], [-75.246407, 44.961937], [-75.246407, 45.5356446], [-76.353876, 45.5356446]]]","Ottawa, Ontario",Canada,CA,city
2018-04-13 00:48:18,"Manhattan, NY",126,636,"@SpeakerRyan https://t.co/3FJN54qNXG
https://t.co/rI0H2ACkxr
https://t.co/JtbslNRuSt
Shove it up your arse.","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-13 00:47:27,"Rio de Janeiro, Brazil",176,675,"Paul Ryan's cowardly retiring from Congress with full benefits before he even turns 50 (49, even) because he knows… https://t.co/AMt4sPLqCc","[[[-43.795449, -23.08302], [-43.0877068, -23.08302], [-43.0877068, -22.7398234], [-43.795449, -22.7398234]]]","Rio de Janeiro, Brazil",Brazil,BR,city
2018-04-13 00:42:18,"San Francisco, CA",477,1937,@keithboykin It was never the ‘horrible’ decision he touted it to be. I suspect this is a farewell gift to Paul Rya… https://t.co/zHpI1TBnyu,"[[[-122.514926, 37.708075], [-122.357031, 37.708075], [-122.357031, 37.833238], [-122.514926, 37.833238]]]","San Francisco, CA",United States,US,city
2018-04-13 00:41:09,EARTH,2739,3282,"Paul Ryan’s Dirty Secret IS OUT After Private Audio Tape Is Released Ove... https://t.co/9HhdJN0CeS via @YouTube, S… https://t.co/ujxqgky3Us","[[[-121.6919801, 36.643802], [-121.5905572, 36.643802], [-121.5905572, 36.7344965], [-121.6919801, 36.7344965]]]","Salinas, CA",United States,US,city
2018-04-13 00:36:08,san diego ca,48,75,@SenFeinstein You need to get your glasses fixed....border crossings are at a 2 year high !! You need to go the way… https://t.co/khOd8u9h9I,"[[[-116.843644, 32.9918191], [-116.72703, 32.9918191], [-116.72703, 33.035831], [-116.843644, 33.035831]]]","San Diego Country Estates, CA",United States,US,city
2018-04-13 00:35:48,"Chandler, AZ",3790,2832,@ebazilian totally agreed that Paul Ryan doesn’t deserve the pass he is given,"[[[-111.972849, 33.2037607], [-111.788898, 33.2037607], [-111.788898, 33.36114], [-111.972849, 33.36114]]]","Chandler, AZ",United States,US,city
2018-04-13 00:34:31,,151,385,@GroverNorquist What? I'm waiting for your tweet about Paul Ryan's resignation and how well you both did to decreas… https://t.co/SyBcTTSUWp,"[[[-84.286258, 33.9855336], [-84.0978785, 33.9855336], [-84.0978785, 34.0904996], [-84.286258, 34.0904996]]]","Johns Creek, GA",United States,US,city
2018-04-13 00:33:54,Cincinnati,510,715,@foodnpolitics @Shakestweetz Every time a child was enrolled in Medicaid Paul Ryan tore a wing off of an angel.,"[[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]","Cincinnati, OH",United States,US,city
2018-04-13 00:29:06,MSN,44,75,@SteveSchmidtSES I don’t know Steve Schmidt - but that was a great comment about the embarrassing behavior of Paul… https://t.co/pwQEvXTJof,"[[[-92.889433, 42.491921], [-86.24955, 42.491921], [-86.24955, 47.309715], [-92.889433, 47.309715]]]","Wisconsin, USA",United States,US,admin
2018-04-13 00:24:52,,707,2650,"Trump Blindsides Congress In Genius Move, Sends Paul Ryan Scrambling https://t.co/B4f1ZC6dXD via @YouTube","[[[-89.57151, 36.497129], [-81.964971, 36.497129], [-81.964971, 39.147359], [-89.57151, 39.147359]]]","Kentucky, USA",United States,US,admin
2018-04-13 00:13:24,"Oakland, California",758,988,"Paul Ryan’s $80,000 pension is an entitlement.","[[[-122.40679608, 37.77841098], [-122.38440912, 37.77841098], [-122.38440912, 37.80588798], [-122.40679608, 37.80588798]]]","The Embarcadero, San Francisco",United States,US,neighborhood
2018-04-13 00:08:04,"Fort Wayne, IN",1093,2970,What if the real reason Paul Ryan is retiring from Congress is because he expects to be President by the end of the year?,"[[[-85.336872, 40.95926], [-85.003231, 40.95926], [-85.003231, 41.214574], [-85.336872, 41.214574]]]","Fort Wayne, IN",United States,US,city
2018-04-13 00:04:43,"Florida, USA",5864,4546,@mitchellvii @glo4itnow MORE TO THE STORY OF EXACTLY WHY PAUL RYAN RESIGNED!! 🐘🍀🐘,"[[[-81.508635, 28.420712], [-81.474987, 28.420712], [-81.474987, 28.493573], [-81.508635, 28.493573]]]","Doctor Phillips, FL",United States,US,city
2018-04-13 00:02:13,,5,57,WOW: Gowdy Slips A Cryptic Message Into His Comments About Paul Ryan’s Resignation https://t.co/yes59BTy6t,"[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-13 00:00:01,"Land O' Lakes, FL",174,241,Paul Ryan’s rise and fall over the past 8 years will be an interesting case study for generations to come https://t.co/v44eE7RZ3O,"[[[-82.520132, 28.251311], [-82.4412132, 28.251311], [-82.4412132, 28.324493], [-82.520132, 28.324493]]]","Connerton, FL",United States,US,city
2018-04-12 23:58:58,"Tennessee, USA",3310,3369,@UrataPatricia @myGianLuca @yakyennej @seanhannity 😂good riddance Paul Ryan. One less RINO in office.,"[[[-86.583643, 36.12784], [-86.456775, 36.12784], [-86.456775, 36.315578], [-86.583643, 36.315578]]]","Mount Juliet, TN",United States,US,city
2018-04-12 23:58:55,"Racine, WI",123,166,@centraltimewpr I love it Paul Ryan is amazing 👌🏻👌🏻👌🏻👍🏼👍🏼👍🏼💪🏼💪🏼💪🏼,"[[[-87.951617, 42.83611], [-87.842053, 42.83611], [-87.842053, 42.930439], [-87.951617, 42.930439]]]","Oak Creek, WI",United States,US,city
2018-04-12 23:57:51,,8728,9602,"Meet 'Iron Stache,' the Democrat running to replace Paul Ryan in Wisconsin

https://t.co/tCj846MavL","[[[-122.202424, 37.667637], [-122.122164, 37.667637], [-122.122164, 37.74245], [-122.202424, 37.74245]]]","San Leandro, CA",United States,US,city
2018-04-12 23:57:21,chicago ,1174,1950,"@SenateMajLdr  Party before people much?  As a republican, you and Paul Ryan have been an embarrassment by not standing for truth!","[[[-88.18516, 41.630746], [-88.0269003, 41.630746], [-88.0269003, 41.7359316], [-88.18516, 41.7359316]]]","Bolingbrook, IL",United States,US,city
2018-04-12 23:53:27,,878,1066,"@10MinutesaDay4U @BetsyGervasi We don’t like Paul RYAN, Megan!","[[[-74.269909, 39.942803], [-74.10616, 39.942803], [-74.10616, 40.059877], [-74.269909, 40.059877]]]","Toms River, NJ",United States,US,city
2018-04-12 23:45:15,"Dundalk, MD",138,397,"Ryan pressed on all-white, all-male GOP leadership

https://t.co/Ovu7GaKOS3","[[[-76.529818, 39.2227017], [-76.447351, 39.2227017], [-76.447351, 39.306282], [-76.529818, 39.306282]]]","Dundalk, MD",United States,US,city
2018-04-12 23:44:27,"Dundalk, MD",138,397,"Ryan's impact: Big tax bill but no entitlement reforms

https://t.co/CQgwTrXOBG","[[[-76.529818, 39.2227017], [-76.447351, 39.2227017], [-76.447351, 39.306282], [-76.529818, 39.306282]]]","Dundalk, MD",United States,US,city
2018-04-12 23:39:28,,3613,4708,"@SteveSchmidtSES Paul Ryan is the anthesis of morality, decency, compassion, and humanity","[[[-85.601741, 36.046986], [-85.418673, 36.046986], [-85.418673, 36.232069], [-85.601741, 36.232069]]]","Cookeville, TN",United States,US,city
2018-04-12 23:39:14,,3561,3823,"Hey, @soniamoghe...why not do another story of @CathyMyersWI, Dem,  who is the better candidate against Paul Ryan?... @CNN","[[[-88.365658, 42.838769], [-88.291655, 42.838769], [-88.291655, 42.893104], [-88.365658, 42.893104]]]","Mukwonago, WI",United States,US,city
2018-04-12 23:34:10,栃木県足利市,5208,3225,Sorry for using gross exaggeration to make a point. I should clarify: This tweet is satirical. I apologize to Charl… https://t.co/OcLBcHePtq,"[[[139.695191, 35.584544], [139.774255, 35.584544], [139.774255, 35.641576], [139.695191, 35.641576]]]","Shinagawa-ku, Tokyo",Japan,JP,city
2018-04-12 23:30:07,"Philadelphia, PA",704,581,Paul Ryan is the reason us Dave Matthews Band fans have a bad name (Paul butt chugs Four Loko at the tailgates),"[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]","Pennsylvania, USA",United States,US,admin
2018-04-12 23:26:18,"Dundalk, MD",138,397,"Meet 'Iron Stache,' the Democrat running to replace Paul Ryan in Wisconsin

https://t.co/DTqm1LwF2c","[[[-76.529818, 39.2227017], [-76.447351, 39.2227017], [-76.447351, 39.306282], [-76.529818, 39.306282]]]","Dundalk, MD",United States,US,city
2018-04-12 23:23:21,"Pennsylvania, USA",2073,4005,@mitchellvii Paul Ryan betrayed POTUS on the way out the door!,"[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]","Pennsylvania, USA",United States,US,admin
2018-04-12 23:19:45,"Dundalk, MD",138,397,"Late-night hosts say goodbye to Paul Ryan

https://t.co/IU9znakPoj","[[[-76.529818, 39.2227017], [-76.447351, 39.2227017], [-76.447351, 39.306282], [-76.529818, 39.306282]]]","Dundalk, MD",United States,US,city
2018-04-12 23:17:10,,256,1080,@SenFeinstein @SpeakerRyan the Paul Ryan retirement fund,"[[[-80.147162, 25.7613083], [-80.1187628, 25.7613083], [-80.1187628, 25.872623], [-80.147162, 25.872623]]]","Miami Beach, FL",United States,US,city
2018-04-12 23:15:14,"Dundalk, MD",138,397,"Ryan downplays need for Congress to authorize strikes on Syria

https://t.co/vVLXJaLZRe","[[[-76.529818, 39.2227017], [-76.447351, 39.2227017], [-76.447351, 39.306282], [-76.529818, 39.306282]]]","Dundalk, MD",United States,US,city
2018-04-12 23:08:55,"Arizona, USA ",487,747,"When you become sane Gail, we'll get you in the picture. 

‘I feel very excluded’: Gayle King puts Paul Ryan on the… https://t.co/zu1u97irWz","[[[-112.508916, 33.317555], [-112.341035, 33.317555], [-112.341035, 33.50819], [-112.508916, 33.50819]]]","Goodyear, AZ",United States,US,city
2018-04-12 23:06:42,Wisconsin,1325,2038,Asking for Paul Ryan https://t.co/KoCErqp3cm,"[[[-89.080479, 42.613559], [-88.943512, 42.613559], [-88.943512, 42.759238], [-89.080479, 42.759238]]]","Janesville, WI",United States,US,city
2018-04-12 23:03:34,,150,214,@Salon Paul Ryan is a fraud that wanted to starve granny!,"[[[-91.1613531, 41.3584697], [-91.0081965, 41.3584697], [-91.0081965, 41.4787134], [-91.1613531, 41.4787134]]]","Muscatine, IA",United States,US,city
2018-04-12 23:03:07,"Plymouth, MN",35,99,@lauferlaw @GOP @FBI Any doubt that Trump has damaged GOP beyond repair ? Paul Ryan must be weighing creating a new… https://t.co/vGmKhuAD6o,"[[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]","Queens, NY",United States,US,city
2018-04-12 23:02:03,"Austin, Tx",1571,511,"socialists hate paul ryan because he wants to cut taxes and welfare and they hate ppl think hes smart
thats it
its… https://t.co/AUFH6rXAcZ","[[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]]","Austin, TX",United States,US,city
2018-04-12 23:01:03,"Highland Park, San Antonio",955,1651,paul fucking ryan doesn’t know shit about the purpose of the federal government https://t.co/kvFZ5Bt5pn,"[[[-98.778559, 29.141956], [-98.302744, 29.141956], [-98.302744, 29.693046], [-98.778559, 29.693046]]]","San Antonio, TX",United States,US,city
2018-04-12 22:58:30,"Boise, ID",78,151,"Noticing a trend where Republicans are either getting voted out or retiring.

Which is fine. 

Bye Felicia (Paul) Ryan","[[[-116.374494, 43.510172], [-116.101508, 43.510172], [-116.101508, 43.685894], [-116.374494, 43.685894]]]","Boise, ID",United States,US,city
2018-04-12 22:58:15,"Washington, DC",367,978,@clayfeathers @geewhiz1988 Can you get rid of Chris van hollen too?   He is good friends with paul Ryan.,"[[[-77.155886, 39.0126343], [-77.084619, 39.0126343], [-77.084619, 39.0743035], [-77.155886, 39.0743035]]]","North Bethesda, MD",United States,US,city
2018-04-12 22:53:45,California,13708,14637,"Paul Ryan: Charlatan, Hypocrite, and Right-Wing Extremist Scurries for the Exit - https://t.co/oTW2FPgQbT via @commondreams","[[[-118.017789, 33.788913], [-117.684389, 33.788913], [-117.684389, 33.896813], [-118.017789, 33.896813]]]","Anaheim, CA",United States,US,city
2018-04-12 22:48:40,RT/L not endorsements,252,524,@CNN Paul Ryan is going no where. Messing with Social Security and medicare will keep him from higher office.,"[[[-75.563587, 38.788657], [-73.88506, 38.788657], [-73.88506, 41.357424], [-75.563587, 41.357424]]]","New Jersey, USA",United States,US,admin
2018-04-12 22:46:34,United States,361,1835,Paul Ryan's retirement is just like the scene from Waiting to Exhale where Angela Bassett torches her husband's clo… https://t.co/kIe0BShwgJ,"[[[-73.464521, 40.652099], [-73.436512, 40.652099], [-73.436512, 40.705188], [-73.464521, 40.705188]]]","Massapequa Park, NY",United States,US,city
2018-04-12 22:42:28,"Rock Island, Illinois",102,121,"@GOPChairwoman @realDonaldTrump Except for Paul Ryan, who is a quitter. The GOP is doing a great job pushing us Mid… https://t.co/DdHuLrORJH","[[[-90.64367, 41.415729], [-90.5316825, 41.415729], [-90.5316825, 41.513115], [-90.64367, 41.513115]]]","Rock Island, IL",United States,US,city
